Lat,Lon,Original_ID,ordercode,serialno,floor,Service_Time,Freq,Address,Depot_Raw,Node_ID,Order_Count,Nearest_Anchor,Anchor_Type,Anchor_Distance_km,Cluster_ID,Travel_Time,Total_Time
24.50611,120.82502,75567 加豐營造-公館,RT202500001347,1640,1,16.0,1x,苗栗縣公館鄉玉泉村13鄰353號附近24 30 22.3  120 49 29.9,5A-平鎮倉,N_0000,2,國1-苗栗,N1,2.075214689254926,5,32.86916631378589,48.86916631378589
24.50879,120.82456,73467 順業營造-公館,RT20250000013371,1640,1,16.0,1x,苗栗縣公館鄉玉泉村玉泉34號,5A-平鎮倉,N_0001,2,國1-苗栗,N1,1.7746664587183538,5,32.48228832456435,48.48228832456435
24.59461,120.80884,73963 長見營造-苗栗長春,RT20250000012839,1620,1,8.0,1x,苗栗縣苗栗市福安里福星252之1號-長春石油化學,5A-平鎮倉,N_0002,1,國1-苗栗,N1,7.918354197918789,5,21.611004697685743,29.611004697685743
24.59955,120.72284,78018 尚鋐營造有限公司,RT20250000012543,1610,1,80.0,1x,苗栗縣後龍鎮114-1號-後龍清海宮,5A-平鎮倉,N_0003,10,國3-通霄,N3,11.533671442895018,5,32.65657137830399,112.656571378304
24.61506,120.82579,72291 騰元-苗栗高鐵,RT20250000010605,1610,1,8.0,1x,苗栗縣後龍鎮頂椅七街&新港一路交叉口,5A-平鎮倉,N_0004,1,國3-竹南,N3,7.143720645772728,5,17.196472022052223,25.196472022052223
24.61932,120.85708,76686 競捷營造-造橋鄉,RT202500006382,1600,1,8.0,1x,"苗栗縣造橋鄉平興鄉24°37'10.3""N 120°51'27.4""E",5A-平鎮倉,N_0005,1,國3-竹南,N3,6.353017116742317,5,13.502823906195411,21.50282390619541
24.62354,120.89486,76540 景賀營造-大西二街,RT202500005678,1600,1,8.0,1x,苗栗縣造橋鄉大西二街126巷3號,5A-平鎮倉,N_0006,1,國3-竹南,N3,7.835781591684165,5,11.066803658444183,19.066803658444183
24.62995,120.8367,75911 隨形工程-寶吉祥寺,RT20250000013419,1600,1,8.0,1x,苗栗縣造橋鄉龍昇村五鄰九車籠8-1號對面工地-依座標,5A-平鎮倉,N_0007,1,國3-竹南,N3,5.214488150198389,5,14.153084668767523,22.153084668767523
24.63315,120.83814,76346 佛教仁欽-寶吉祥佛寺,RT202500004736,1600,1,8.0,1x,"苗栗縣造橋鄉龍昇村-寶吉祥佛寺24°38'47.1""N 120°50'15.3""E",5A-平鎮倉,N_0008,1,國3-竹南,N3,4.832958763399416,5,13.608667674592882,21.60866767459288
24.64062,120.86932,77997 千誠營造-造橋鄉,RT20250000012451,1600,1,16.0,1x,苗栗縣造橋鄉13鄰東興36號-凱撒衛浴-造橋發貨中心附近-附地標,5A-平鎮倉,N_0009,2,國3-竹南,N3,4.598290694441005,5,9.412732132742264,25.412732132742264
24.64703,120.88481,66320 安住-頭份,RT20250000010302,1590,1,16.0,1x,苗栗縣頭份市尖豐路557號,5A-平鎮倉,N_0010,2,國3-竹南,N3,5.240765830206695,5,7.4279099334512875,23.42790993345129
24.6564,120.85837,76503 聖穎營造-談文車站,RT202500005510,1600,1,8.0,1x,苗栗縣造橋鄉仁愛路29號-談文車站,5A-平鎮倉,N_0011,1,國3-竹南,N3,2.4705878205879936,5,8.507651761826335,16.507651761826335
24.6588,120.87387,73099 大証環保-竹南,RT202400005969,1580,1,8.0,1x,苗栗縣竹南鎮大埔頂5號,5A-平鎮倉,N_0012,1,國3-竹南,N3,3.4953955341332854,5,6.452239380205805,14.452239380205805
24.66568,120.88169,76905 力源營造-中華路,RT202500007365,1590,1,8.0,1x,苗栗縣頭份市中華路200號旁邊工地,5A-平鎮倉,N_0013,1,國3-竹南,N3,3.9756026899939263,5,4.771472301354806,12.771472301354805
24.67488,120.87733,75381 潤弘精密-國泰路,RT202500001907,1580,1,8.0,1x,苗栗縣竹南鎮國泰路-附座標,5A-平鎮倉,N_0014,1,台61-新竹,TH61,3.1832674402884957,5,4.113468332815665,12.113468332815664
24.67504,120.87741,75381 潤弘精密-國泰路,RT2025000420,1580,1,8.0,1x,苗栗縣竹南鎮國泰路-附座標,5A-平鎮倉,N_0015,1,台61-新竹,TH61,3.1702739556198756,5,4.086666416421437,12.086666416421437
24.67609,120.88356,70680 龍裕營造-永貞路,RT20250000011852,1590,1,16.0,1x,苗栗縣頭份市永貞路1段181巷15號,5A-平鎮倉,N_0016,2,台61-新竹,TH61,3.393919420387621,5,3.204554859590013,19.20455485959001
24.68126,120.89743,75862 啟洋科技-京元電子紡安廠,RT20250000011151,1590,1,80.0,1x,苗栗縣頭份市自強路2段215號-京元電子,5A-平鎮倉,N_0017,10,國1-頭份,N1,2.570436229611484,5,1.4540954297805273,81.45409542978052
24.68375,120.87519,78274 台伸營造有限公司,RT20250000013490,1580,1,8.0,1x,苗栗縣竹南鎮中正路96之1號-竹南高中隔壁,5A-平鎮倉,N_0018,1,台61-新竹,TH61,2.188113587308201,5,3.7582980974541877,11.758298097454187
24.68399,120.88109,77451 中天工程-竹南東平路,RT202500009976,1580,1,8.0,1x,苗栗縣竹南鎮東平路54號,5A-平鎮倉,N_0019,1,台61-新竹,TH61,2.528375830694828,5,2.8126685912873604,10.81266859128736
24.68466,120.89049,76621 富翔營造-571號工地,RT202500006052,1590,1,8.0,1x,苗栗縣頭份市民族路571號工地,5A-平鎮倉,N_0020,1,國1-頭份,N1,3.1681307633523264,5,1.384863546221424,9.384863546221425
24.68496,120.89111,76298 富翔營造-頭份,RT202500004303,1590,1,16.0,1x,苗栗縣頭份市民族路517號旁停車場 富翔工務所,5A-平鎮倉,N_0021,2,國1-頭份,N1,3.093376430973275,5,1.2738451104595812,17.273845110459582
24.68662,120.92677,71296 心齊家-真愛,RT20250000012804,1590,1,16.0,1x,苗栗縣頭份市中正一路125號,5A-平鎮倉,N_0022,2,國1-頭份,N1,1.0946834406810302,5,5.006866609685636,21.006866609685638
24.68712,120.92196,76215 越禾興-宏碩系統,RT202500004042,1590,1,16.0,1x,苗栗縣頭份市中正路598巷31號-宏碩系統,5A-平鎮倉,N_0023,2,國1-頭份,N1,0.640749843542785,5,4.2017191176580235,20.201719117658023
24.6875,120.87111,76663 耐福營造-博愛街,RT202500006248,1580,1,8.0,1x,苗栗縣竹南鎮博愛街271號旁,5A-平鎮倉,N_0024,1,台61-新竹,TH61,1.6283066750468242,5,4.311568727250446,12.311568727250446
24.68767,120.9165,76002 樸居建設-頭份,RT202500003094,1590,1,8.0,1x,苗栗縣頭份市濱江街21號旁,5A-平鎮倉,N_0025,1,國1-頭份,N1,0.46512708682686466,5,3.288127702721704,11.288127702721704
24.68787,120.87457,77007 碩美營造-朋晨和心,RT202500007746,1580,1,8.0,1x,苗栗縣竹南鎮自由街131號旁,5A-平鎮倉,N_0026,1,台61-新竹,TH61,1.7539830772168516,5,3.7322328875658375,11.732232887565837
24.68915,120.86543,77216 同興營造-竹興段,RT202500008883,1580,1,8.0,1x,苗栗縣竹南鎮博愛街445號旁,5A-平鎮倉,N_0027,1,台61-新竹,TH61,1.362693081159915,5,5.2393353317791975,13.239335331779198
24.68976,120.94776,71240 新宏都-B區,RT202500009574,1590,1,8.0,1x,苗栗縣頭份市花園東路底 靠近楓林吊橋-B區,5A-平鎮倉,N_0028,1,國1-頭份,N1,3.286839516192216,5,8.470493307817572,16.47049330781757
24.69018,120.94946,75712 新宏都營造-D區,RT202500001876,1590,1,24.0,1x,苗栗縣頭份市花園東路底-靠近楓林吊橋(D區),5A-平鎮倉,N_0029,3,國1-頭份,N1,3.4729521347122594,5,8.753532336634592,32.75353233663459
24.69067,120.94853,74630 新宏都營造-E區,RT20240000013272,1590,1,8.0,1x,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,N_0030,1,國1-頭份,N1,3.367890362497687,5,8.599397194829075,16.599397194829073
24.6907,120.94921,74630 新宏都營造-E區,RT20240000012339,1590,1,8.0,1x,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,N_0031,1,國1-頭份,N1,3.443255246434124,5,8.71267475811974,16.71267475811974
24.6915,120.94887,74630 新宏都營造-E區,RT202500003811,1590,1,8.0,1x,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,N_0032,1,國1-頭份,N1,3.404370000000071,5,8.658948551098261,16.658948551098263
24.69157,121.03194,75595 六坊室內-峨眉鄉,RT20250000012111,1650,1,8.0,1x,"新竹縣峨眉鄉中盛村2鄰中興57之6號-24°41'30.4""N 121°01'55.1""E",5A-平鎮倉,N_0033,1,國1-竹南,N1,8.825497198374272,2,16.062540155411437,24.062540155411437
24.6922,120.9867,73177 承鉌-峨嵋E/S,RT20250000012427,1650,1,8.0,1x,新竹縣峨眉鄉竹43鄉道15號-峨嵋高壓變電所,5A-平鎮倉,N_0034,1,國1-竹南,N1,7.24884393058651,5,14.958509115003682,22.958509115003682
24.69231,120.96102,75418 樹盛營造-甫基慶華段新建工程,RT2025000575,1590,1,8.0,1x,苗栗縣頭份市信德路252號旁,5A-平鎮倉,N_0035,1,國1-頭份,N1,4.753870310442467,5,10.68527335477614,18.68527335477614
24.69242,120.88746,75377 新宜營造-昕原樹,RT2025000411,1580,1,8.0,1x,苗栗縣竹南鎮公北一路8號旁,5A-平鎮倉,N_0036,1,台61-新竹,TH61,2.541948476001305,5,1.6214102971165456,9.621410297116546
24.69328,120.91727,65453 永恆營造-潮堂,RT20250000012290,1590,1,8.0,1x,苗栗縣頭份市頭份255-45號(燦昇釣蝦場附近)工地-電聯定位,5A-平鎮倉,N_0037,1,國1-頭份,N1,0.22292215973278864,5,3.438117291280267,11.438117291280268
24.69388,120.91441,71517 寬立堡營造-頭份,RT20250000012810,1590,1,8.0,1x,苗栗縣頭份市永安街9號,5A-平鎮倉,N_0038,1,國1-頭份,N1,0.4967606551443711,5,2.989158805410518,10.989158805410518
24.69413,120.89664,75956 路加建設-頭份,RT202500002931,1590,1,8.0,1x,苗栗縣頭份市中央路496號,5A-平鎮倉,N_0039,1,國1-頭份,N1,2.4108998134507176,5,0.6927948296541078,8.692794829654108
24.69466,120.88999,73902 莊兆鈞,RT20250000011042,1590,1,8.0,1x,苗栗縣頭份市中央路699號對面工地,5A-平鎮倉,N_0040,1,台61-新竹,TH61,2.7241097107278187,5,1.3880519087519654,9.388051908751965
24.69684,120.86717,74306 弘上建設-弘上雅苑,RT20250000010280,1580,1,16.0,1x,苗栗縣竹南鎮龍昇街53號旁,5A-平鎮倉,N_0041,2,台61-新竹,TH61,0.5123267738482526,5,5.078078295541161,21.07807829554116
24.6986,120.88959,77931 薰漢營造工程股-頭份市,RT20250000012014,1590,1,24.0,1x,苗栗縣頭份市文林路76號對面工地,5A-平鎮倉,N_0042,3,台61-新竹,TH61,2.593851557811691,5,1.8808419902634395,25.88084199026344
24.7003,120.88822,69276 金冠隆營造-頭份,RT20250000011204,1590,1,8.0,1x,苗栗縣頭份市信義路780號旁工地-自行定位,5A-平鎮倉,N_0043,1,台61-新竹,TH61,2.4262540420832273,5,2.244278139920136,10.244278139920135
24.70152,120.94342,77910 尚錡營造-頭份市,RT20250000011801,1590,1,8.0,1x,苗栗縣頭份市興隆路一段423號對面工地,5A-平鎮倉,N_0044,1,國1-頭份,N1,3.0122725083899855,5,7.982646042655626,15.982646042655626
24.70212,120.87704,76387 耐福營造-張文銓住宅,RT202500005032,1580,1,8.0,1x,苗栗縣竹南鎮龍山路三段1巷67弄底,5A-平鎮倉,N_0045,1,台61-新竹,TH61,1.1850421654949315,5,3.8739650417718665,11.873965041771866
24.70444,120.90159,75227 景賀營造股份有限公司,RT20250000013722,1580,1,8.0,1x,苗栗縣竹南鎮大埔七街&大埔九街交叉口,5A-平鎮倉,N_0046,1,國1-頭份,N1,2.337164769480349,5,2.532321404232375,10.532321404232375
24.70461,120.8915,76866 高群工程-竹南鎮,RT202500007177,1580,1,8.0,1x,苗栗縣竹南鎮公義路462巷58號,5A-平鎮倉,N_0047,1,台61-新竹,TH61,2.8101577843600127,5,2.5963240228591435,10.596324022859143
24.70639,120.91008,76970 旺邦營造-生物製劑,RT202500007599,1580,1,32.0,1x,苗栗縣竹南鎮科研路(國家衛生研究院3號入口),5A-平鎮倉,N_0048,4,國1-頭份,N1,1.882576034719495,5,3.5062854019060152,35.50628540190601
24.70733,120.89873,75483 掬昌營造-科專六路,RT202500001015,1580,1,8.0,1x,苗栗縣竹南鎮科專六路213號,5A-平鎮倉,N_0049,1,國1-頭份,N1,2.7853476633623755,5,2.9056323332380347,10.905632333238035
24.70775,120.91103,77669 承桓有限公司,RT20250000011031,1580,1,8.0,1x,苗栗縣竹南鎮科西二路6號-台灣杜邦竹南廠,5A-平鎮倉,N_0050,1,國1-頭份,N1,1.9715281178314823,5,3.7819198088218147,11.781919808821815
24.70786,120.89963,74858 旭嘉聯合-一沐晴嵐,RT20240000013234,1580,1,16.0,1x,苗栗縣竹南鎮大埔十街45號對面,5A-平鎮倉,N_0051,2,國1-頭份,N1,2.747097510919132,5,3.0124528213252857,19.012452821325287
24.70816,120.93732,75065 飛羚電機-南湖變電所,RT20250000013357,1590,1,16.0,1x,苗栗縣頭份市興埔街364號-南湖變電所,5A-平鎮倉,N_0052,2,國1-頭份,N1,2.814960875394125,5,7.381607189686725,23.381607189686726
24.70832,120.91045,77883 竑越工程-竹南鎮,RT20250000011739,1580,1,24.0,1x,苗栗縣竹南鎮科西二路6號-杜邦大門前工務所,5A-平鎮倉,N_0053,3,國1-頭份,N1,2.05567354969118,5,3.7984386623699247,27.798438662369925
24.70842,120.90451,70107 上欣營造興業股份有限公司,RT202500008163,1580,1,8.0,1x,苗栗縣竹南鎮科專三路128號,5A-平鎮倉,N_0054,1,國1-頭份,N1,2.4158825514702698,5,3.3228442071744975,11.322844207174498
24.70892,120.91414,75875 勤宏環保-竹南,RT20250000013330,1580,1,16.0,1x,苗栗縣竹南鎮科中路29號,5A-平鎮倉,N_0055,2,國1-頭份,N1,1.985442202633608,5,4.266233712857594,20.266233712857595
24.71004,120.90021,74305 新宜營造-嘉園營運總部,RT202500008973,1580,7,18.0,1x,苗栗縣竹南鎮仁愛路769號旁-7F,5A-平鎮倉,N_0056,1,國1-頭份,N1,2.8675227489416684,5,3.3861099575809828,21.386109957580985
24.71006,120.90029,74305 新宜營造-嘉園營運總部,RT202500006656,1580,3,18.0,1x,苗栗縣竹南鎮仁愛路769號旁,5A-平鎮倉,N_0057,1,國1-頭份,N1,2.8629430636495337,5,3.3915952765769,21.3915952765769
24.71007,120.90032,74305 新宜營造-嘉園營運總部,RT20250000012235,1580,11,18.0,1x,苗栗縣竹南鎮仁愛路769號旁-11F,5A-平鎮倉,N_0058,1,國1-頭份,N1,2.8614312354663523,5,3.3940746091121876,21.394074609112188
24.71034,120.86828,74641 松柏長青-杏安長照,RT20250000011857,1580,1,8.0,1x,苗栗縣竹南鎮天祥街二段327號-杏安長照,5A-平鎮倉,N_0059,1,台61-新竹,TH61,1.0154909603349311,5,5.846535239665681,13.84653523966568
24.71051,120.89915,78314 峻暐室內裝修-竹南鎮,RT20250000013680,1580,1,8.0,1x,苗栗縣竹南鎮公義路1040號旁工地,5A-平鎮倉,N_0060,1,國1-頭份,N1,2.9872873839983525,5,3.4395538497189913,11.43955384971899
24.71157,120.911,72198 富泰-望隼科技,"RT20250000012705,RT20250000013681",1580,1,40.0,1x,苗栗縣竹南鎮科專路1號巷底-追加,5A-平鎮倉,N_0061,5,國1-頭份,N1,2.3667868118818864,5,4.2951562486527015,44.2951562486527
24.71157,120.91104,72198 富泰-望隼科技,RT202500007508,1580,"3,5,7",45.0,1x,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,N_0062,3,國1-頭份,N1,2.365291235873141,5,4.2988035444070505,49.29880354440705
24.71157,120.91107,72198 富泰-望隼科技,RT202400003965,1580,1,8.0,1x,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,N_0063,1,國1-頭份,N1,2.3641744051146305,5,4.301543753692217,12.301543753692217
24.71182,120.91113,72198 富泰-望隼科技,RT202400002653,1580,1,8.0,1x,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,N_0064,1,國1-頭份,N1,2.388144556616883,5,4.341843651948088,12.34184365194809
24.7125,120.90444,74337 京明營造-景御墅,RT20240000010929,1580,1,8.0,1x,苗栗縣竹南鎮大埔一街&專科二路五巷,5A-平鎮倉,N_0065,1,國1-頭份,N1,2.7868242803593177,5,3.955441014998327,11.955441014998327
24.71251,120.90446,74337 京明營造-景御墅,RT202500001716,1580,1,8.0,1x,苗栗縣竹南鎮大埔一街&專科二路五巷,5A-平鎮倉,N_0066,1,國1-頭份,N1,2.7865371111291015,5,3.958079262725094,11.958079262725093
24.71294,120.9073,72336 和洋-苗栗,RT202500009381,1580,1,8.0,1x,苗栗縣竹南鎮大埔一街68號對面,5A-平鎮倉,N_0067,1,國1-頭份,N1,2.669737147285679,5,4.198197498088562,12.198197498088561
24.71318,120.90846,71654 薰漢-新境,"RT20250000010157,RT20250000010158,RT20250000012709,RT20250000012710",1580,"13,9",80.0,1x,苗栗縣竹南鎮科學路&科專一路交叉口-B棟9F,5A-平鎮倉,N_0068,4,國1-頭份,N1,2.638183028146158,5,4.31729940309318,84.31729940309319
24.71343,120.90457,74790 薰漢營造-新向,RT20250000012883,1580,1,8.0,1x,苗栗縣竹南鎮公義路&科專二路交叉口,5A-平鎮倉,N_0069,1,國1-頭份,N1,2.8660831945001197,5,4.109233018366975,12.109233018366975
24.71354,120.9094,68979 富泰-11202聯合環球,RT20250000010240,1580,1,8.0,1x,苗栗縣竹南鎮科專一路&科學路交叉口工地,5A-平鎮倉,N_0070,1,國1-頭份,N1,2.634237444422385,5,4.442238854517069,12.442238854517068
24.71356,120.90826,71654 薰漢-新境,RT20250000013410,1580,1,8.0,1x,苗栗縣竹南鎮科學路&科專一路交叉口-B棟1F,5A-平鎮倉,N_0071,1,國1-頭份,N1,2.685757798313156,5,4.359440904771394,12.359440904771393
24.71371,120.90837,71654 薰漢-新境,"RT20250000013411,RT202500009979,RT202500009980",1580,"1,5",48.0,1x,苗栗縣竹南鎮科學路&科專一路交叉口-A棟5F,5A-平鎮倉,N_0072,3,國1-頭份,N1,2.695981838402698,5,4.389895950879936,52.38989595087993
24.71393,120.90478,74790 薰漢營造-新向,"RT20240000013038,RT202500006691",1580,1,16.0,1x,苗栗縣竹南鎮公義路&科專二路交叉口,5A-平鎮倉,N_0073,2,國1-頭份,N1,2.901331283617711,5,4.199237578980468,20.19923757898047
24.71722,120.90703,76791 日商藤田-竹南鎮,RT202500006934,1580,1,16.0,1x,苗栗縣竹南鎮群義路50號對面工地,5A-平鎮倉,N_0074,2,國1-頭份,N1,3.112530453392843,5,4.840262833082141,20.840262833082143
24.72047,121.10124,76446 程鈞-沿河街,RT202500005281,1670,1,8.0,1x,新竹縣竹東鎮沿河街59巷10號,5A-平鎮倉,N_0075,1,台68-竹東,TH68,11.262251699285432,2,15.893705463261043,23.893705463261043
24.72198,120.90814,77234 玄通營造-兆勁科技,RT202500008952,1580,1,8.0,1x,苗栗縣竹南鎮友義路81號,5A-平鎮倉,N_0076,1,國1-頭份,N1,3.562795687939013,5,5.648424472373972,13.648424472373971
24.72544,120.89694,67595 潤弘-竹南,RT202500007558,1580,1,16.0,1x,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,N_0077,2,台61-新竹,TH61,4.3159081063947635,5,5.904698494553322,21.904698494553323
24.72621,120.89876,67595 潤弘-竹南,RT202500007557,1580,1,16.0,1x,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,N_0078,2,國1-頭份,N1,4.415927803044203,5,6.0409548836392215,22.040954883639223
24.72643,120.89884,67595 潤弘-竹南,"RT202500003726,RT202500003727",1580,1,48.0,1x,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,N_0079,6,國1-頭份,N1,4.432938252953164,5,6.07823449416877,54.07823449416877
24.72673,120.99891,71804 晉園工程股份有限公司,RT202500006676,1660,1,8.0,1x,新竹縣寶山鄉三峰路一段269號,5A-平鎮倉,N_0080,1,國1-竹南,N1,3.642730143861843,2,11.742668574251292,19.74266857425129
24.72739,120.89669,67595 潤弘-竹南,RT202500001925,1580,1,16.0,1x,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,N_0081,2,台61-新竹,TH61,4.431948810540226,5,6.229452834413756,22.229452834413756
24.72766,121.09677,74532 富泰營造-意德士,RT20250000011240,1670,1,8.0,1x,新竹縣竹東鎮工業二路96號,5A-平鎮倉,N_0082,1,台68-竹東,TH68,10.38631860761355,2,14.524180592299418,22.524180592299416
24.72784,121.09668,74532 富泰營造-意德士,RT20250000011239,1670,1,8.0,1x,新竹縣竹東鎮工業二路96號,5A-平鎮倉,N_0083,1,台68-竹東,TH68,10.366502364513249,2,14.49262826031601,22.49262826031601
24.7291,121.09916,77552 永發營造-北興路一段,RT20250000013765,1670,1,16.0,1x,新竹縣竹東鎮北興路一段211號,5A-平鎮倉,N_0084,2,台68-竹東,TH68,10.510990167954898,2,14.652405703865258,30.652405703865256
24.73266,120.93093,67934 國隆-香山 文琩J區,RT20250000013440,1570,1,56.0,1x,新竹市香山區中華路6段647巷136弄2號(J區6座、B區4座),5A-平鎮倉,N_0085,7,國1-頭份,N1,4.782282061788006,5,9.09041546299366,65.09041546299366
24.73349,121.09571,73758 竹富建設-竹東,RT202400008522,1670,1,8.0,1x,新竹縣竹東鎮中山路90號,5A-平鎮倉,N_0086,1,台68-竹東,TH68,9.921382456817309,2,13.737251749750712,21.737251749750712
24.73651,121.12728,66384 富泰-11109三和,RT20250000012834,1680,1,8.0,1x,新竹縣芎林鄉五和街228號(三和技研),5A-平鎮倉,N_0087,1,國3-關西,N3,8.725612312111085,2,17.771776963818667,25.771776963818667
24.7372,121.02562,75646 松揚營造-寶山國中莒光分部,RT202500001635,1660,1,8.0,1x,新竹縣寶山鄉新湖路一段386號,5A-平鎮倉,N_0088,1,國1-竹南,N1,4.793895058551597,2,8.570976706801765,16.570976706801765
24.73834,121.13064,72270 聚升-芎林,RT20250000013719,1680,1,16.0,1x,新竹縣芎林鄉五和街251號旁工地,5A-平鎮倉,N_0089,2,國3-關西,N3,8.35059263073709,2,18.12265149703186,34.12265149703186
24.73859,121.09228,75514 得鑫建設-大同路,RT202500001195,1670,1,8.0,1x,新竹縣竹東鎮大同路173號旁,5A-平鎮倉,N_0090,1,台68-竹東,TH68,9.29588150583115,2,12.750078885707492,20.75007888570749
24.74027,121.08466,70568 吉米營造-方德山河苑,RT20250000010767,1670,1,16.0,1x,新竹縣竹東鎮康寧街225號,5A-平鎮倉,N_0091,2,台68-竹東,TH68,8.483199418512363,2,11.616334807788279,27.616334807788277
24.74056,121.00536,76142 崧淯工程-寶山,RT202500003808,1660,1,8.0,1x,新竹縣寶山鄉寶峰路225號旁,5A-平鎮倉,N_0092,1,國1-竹南,N1,2.7323664042730855,2,9.21249527855734,17.21249527855734
24.74302,121.08479,73446 吉米營造-竹東,RT202500007211,1670,1,8.0,1x,新竹縣竹東鎮新民路28巷1號之1,5A-平鎮倉,N_0093,1,台68-竹東,TH68,8.330164375151542,2,11.324081582187876,19.324081582187876
24.74393,120.89833,77412 豐品建設-同#74230,RT202500009794,1570,1,8.0,1x,新竹市香山區南港街-南港賞鳥公園斜對面,5A-平鎮倉,N_0094,1,台61-新竹,TH61,5.904912229661383,5,8.986490789426735,16.986490789426735
24.74546,121.08068,69470 弘揚建設-竹東,RT20250000012776,1670,1,8.0,1x,新竹縣竹東鎮敦睦街2巷35號旁,5A-平鎮倉,N_0095,1,台68-竹東,TH68,7.7997311180866,2,10.543223077519372,18.54322307751937
24.74628,121.08457,77388 華盛-自強國中,RT202500009649,1670,1,16.0,1x,新竹縣竹東鎮自強路169號-自強國民中學,5A-平鎮倉,N_0096,2,台68-竹東,TH68,8.1237931579188,2,10.944147852010303,26.944147852010303
24.7463,121.08314,76284 鍠冠營造-朱國維住宅,RT202500004250,1670,1,8.0,1x,新竹縣竹東鎮長春路三段272巷40號旁,5A-平鎮倉,N_0097,1,台68-竹東,TH68,7.985286806536578,2,10.75914313256084,18.75914313256084
24.7465,121.0806,75935 辰鴻建設-竹東,RT202500002868,1670,1,8.0,1x,新竹縣竹東鎮忠孝街4號旁工地,5A-平鎮倉,N_0098,1,台68-竹東,TH68,7.731700717284211,2,10.417649959213856,18.417649959213854
24.74754,121.08112,72701 得鑫-番社子段,RT20250000010772,1670,1,8.0,1x,新竹縣竹東鎮永康街36號對面工地,5A-平鎮倉,N_0099,1,台68-竹東,TH68,7.722252409423394,2,10.369182911014846,18.369182911014846
24.74882,120.90851,70880 暐順-弘塑科技,RT20250000011893,1570,1,8.0,1x,新竹市香山區中華路六段89號附近,5A-平鎮倉,N_0100,1,國1-頭份,N1,6.452794324825026,5,9.986771839635521,17.986771839635523
24.75029,121.07983,70502 禾家歡工程有限公司,RT202500009397,1670,1,8.0,1x,新竹縣竹東鎮北興路三段612號旁,5A-平鎮倉,N_0101,1,台68-竹東,TH68,7.447122647872148,2,9.91051551758233,17.91051551758233
24.75048,121.01743,76181 奎富建設-寶山,RT202500003876,1660,1,8.0,1x,新竹縣寶山鄉寶山十街13號隔壁隔壁,5A-平鎮倉,N_0102,1,國1-竹南,N1,3.412388603501297,2,6.819181604876701,14.8191816048767
24.75209,121.03425,77957 全日通清潔有限公司,RT20250000012197,1670,1,8.0,1x,新竹縣竹東鎮水仙路200巷-1號-萊茵山莊,5A-平鎮倉,N_0103,1,台68-竹東,TH68,3.6927453741423975,2,5.9834629765078775,13.983462976507877
24.75231,121.06846,75966 全日通-竹東,RT20250000012408,1670,1,8.0,1x,新竹縣竹東鎮金福街13巷38號,5A-平鎮倉,N_0104,1,台68-竹東,TH68,6.24682660600161,2,8.286698127920111,16.28669812792011
24.75335,121.00286,76879 達欣工程-台積電-雙龍料場,RT202500007219,1660,1,32.0,2x,新竹縣寶山鄉大雅一街110號-會分散擺放-雙龍料廠,5A-平鎮倉,N_0105,4,國1-竹南,N1,1.7660937189459551,2,7.737025484290264,39.737025484290264
24.75772,121.03434,75821 永續開發-竹東,RT202500009888,1670,1,8.0,1x,新竹縣竹東鎮柯湖路3段291號福龍宮附近,5A-平鎮倉,N_0106,1,台68-竹東,TH68,3.1336934681059736,2,5.046403100769799,13.0464031007698
24.75814,121.06821,76032 全日通-新竹縣竹東鎮中興路,RT20250000012528,1670,1,8.0,1x,新竹縣竹東鎮中興路2段2巷1號,5A-平鎮倉,N_0107,1,台68-竹東,TH68,5.898741411219896,2,7.588720147327348,15.588720147327347
24.75826,121.06303,74770 富泰營造-矽格,RT202500007680,1670,1,16.0,1x,新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,N_0108,2,台68-竹東,TH68,5.388239387540835,2,6.946251428263983,22.946251428263984
24.7587,121.06316,74770 富泰營造-矽格,RT20240000012977,1670,1,16.0,1x,新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,N_0109,2,台68-竹東,TH68,5.376433530775245,2,6.909475233398017,22.909475233398016
24.75881,121.01032,68302 啟德機械-五廠,RT20250000013552,1660,1,16.0,1x,新竹縣寶山鄉大雅路２段140巷7號(寶山交流道旁啟德工地),5A-平鎮倉,N_0110,2,國1-竹南,N1,2.5371902546907408,2,6.2400579591639325,22.240057959163934
24.7591,121.00351,72732 宥塍-大雅路二段,RT20250000012315,1660,1,8.0,1x,"新竹縣寶山鄉大雅路二段141號24°45'33.4""N 121°00'13.8""E",5A-平鎮倉,N_0111,1,國1-竹南,N1,1.7859624050083902,2,6.972854740241891,14.97285474024189
