Lat,Lon,Original_ID,order_id,floor,Service_Time,weekly_1,weekly_2,Address,Depot_Raw,Freq,Node_ID,Order_Count,Nearest_Anchor,Anchor_Type,Anchor_Distance_km
24.98312,121.2207,74669 聖?營造-昭揚大綻,RT20240000012661,1.0,8.0,1,0,桃園市中壢區新生路轉興北二路約500公尺,5A-平鎮倉,1x,N_1045,1,國1-中壢,N1,1.0888438053285205
24.98318,121.21708,76532 東鐿營造-A20興南站,RT202500005656,1.0,16.0,1,0,桃園市中壢區中豐北路一段685號-A20興南站,5A-平鎮倉,1x,N_1046,2,國1-中壢,N1,1.476920801804437
24.98321,121.11169,74193 康捷建設-新屋,RT20250000010771,1.0,8.0,1,0,桃園市新屋區清華里北勢41之22號旁,5A-平鎮倉,1x,N_1047,1,台61-觀音,TH61,7.2187219799766025
24.98326,121.22007,74669 聖?營造-昭揚大綻,RT20240000012560,1.0,8.0,1,0,桃園市中壢區新生路轉興北二路約500公尺,5A-平鎮倉,1x,N_1048,1,國1-中壢,N1,1.1601093192020169
24.98331,121.31176,75954 菁宣營造-桃園,RT202500002923,1.0,8.0,1,0,桃園市桃園區建華二街5巷1號,5A-平鎮倉,1x,N_1049,1,國3-三鶯,N3,4.8936445761513285
24.98332,121.21975,73335 昭林建設-中壢A20,RT20250000010826,1.0,8.0,1,0,桃園市中壢區興東路&興北二路交叉口,5A-平鎮倉,1x,N_1050,1,國1-中壢,N1,1.1959440007373627
24.98342,121.5425,62356 德府建設-新店,RT202500007461,1.0,8.0,1,0,新北市新店區中興路３段247巷工地-電聯定位,5A-平鎮倉,1x,N_1051,1,國3-深坑,N3,8.797158904691988
24.98369,121.11181,74193 康捷建設-新屋,RT20250000010820,1.0,24.0,1,0,桃園市新屋區清華里北勢41之22號旁,5A-平鎮倉,1x,N_1052,3,台61-觀音,TH61,7.1787847576177874
24.98381,121.21903,77174 誠宏建設-興東路,RT202500008745,1.0,16.0,1,0,桃園市中壢區興東路跟新生路二段373巷交叉路口,5A-平鎮倉,1x,N_1053,2,國1-中壢,N1,1.2890202081425641
24.98399,121.54176,75554 東鐿營造-新店,RT202500001317,1.0,16.0,1,0,新北市新店區寶安街56號,5A-平鎮倉,1x,N_1054,2,國3-深坑,N3,8.864597671734241
24.98406,121.31353,68966 展志建設-桃園,RT20250000011201,1.0,8.0,1,0,桃園市桃園區昆明路125號對面,5A-平鎮倉,1x,N_1055,1,國3-三鶯,N3,4.943108676177062
24.98435,121.28102,76471 德億營造-茄明二期,RT20250000012873,1.0,16.0,1,0,桃園市八德區茄苳路79號對面-追加,5A-平鎮倉,1x,N_1056,2,國1-桃園,N1,5.245455184338044
24.98439,121.41333,72562 僕人營造-樹林,RT20250000010782,1.0,8.0,1,0,新北市樹林區大安路537巷7弄3號,5A-平鎮倉,1x,N_1057,1,國3-樹林,N3,1.6053263471949866
24.98458,121.28087,76471 德億營造-茄明二期,RT202500005346,1.0,8.0,1,0,桃園市八德區茄苳路79號對面,5A-平鎮倉,1x,N_1058,1,國1-桃園,N1,5.2152677581590545
24.98473,121.0334,63445 永豐餘工業,RT20240000010493,1.0,8.0,1,0,桃園市新屋區永福路686號旁工地,5A-平鎮倉,1x,N_1059,1,台61-觀音,TH61,8.024565263046833
24.98481,121.33022,75787 長友營造-欣興電子,RT202500005436,1.0,16.0,0,1,桃園市龜山區山鶯路文華巷2號,5A-平鎮倉,2x,N_1060,2,國3-三鶯,N3,5.101635955700782
24.98488,121.58827,73887 亞福工程-文山,RT202500009329,1.0,8.0,1,0,臺北市文山區萬壽路75巷口,5A-平鎮倉,1x,N_1061,1,國3-深坑,N3,3.901468101024005
24.98489,121.32083,74768 富泰營造-友華生技,RT20250000011076,1.0,16.0,0,1,桃園市桃園區興隆路6-1號,5A-平鎮倉,2x,N_1062,2,國3-三鶯,N3,4.983641652546739
24.98493,121.31106,77386 憶泰營造-建國路,RT202500009648,1.0,8.0,1,0,桃園市桃園區建國路123巷22號對面工地,5A-平鎮倉,1x,N_1063,1,國3-三鶯,N3,5.084997713715903
24.98493,121.33045,75787 長友營造-欣興電子,RT202500005433,1.0,16.0,0,1,桃園市龜山區山鶯路文華巷2號,5A-平鎮倉,2x,N_1064,2,國3-三鶯,N3,5.120346382365011
24.98502,121.08212,76491 勤本建設-後湖路,"RT20250000010010,RT202500005633",1.0,18.0,1,0,"桃園市新屋區後湖路24°59'05.4""N 121°04'56.8""E(東興路區)",5A-平鎮倉,1x,N_1065,3,台61-觀音,TH61,6.107315222812795
24.98503,121.48911,73607 連霆環保-中和,RT202500007418,1.0,8.0,1,0,新北市中和區圓通路369巷30弄16號,5A-平鎮倉,1x,N_1066,1,台64-板橋,TH64,4.257096739916073
24.98521,121.16077,76559 祥瀛營造-崙坪五路,RT202500005763,1.0,8.0,1,0,桃園市觀音區崙坪五路208巷口,5A-平鎮倉,1x,N_1067,1,國1-平鎮系統,N1,7.41919964531149
24.98524,121.28114,73659 德億營造-億邸,RT202400008171,1.0,8.0,1,0,桃園市八德區中華路77號,5A-平鎮倉,1x,N_1068,1,國1-桃園,N1,5.180213379890233
24.98525,121.28136,73659 德億營造-億邸,RT202500005132,"12.0,6.0",48.0,1,0,桃園市八德區中華路77號,5A-平鎮倉,1x,N_1069,2,國1-桃園,N1,5.1957155507306325
24.98528,121.2811,73659 德億營造-億邸,RT20250000010586,18.0,24.0,1,0,桃園市八德區中華路77號-18F,5A-平鎮倉,1x,N_1070,1,國1-桃園,N1,5.17394373533345
24.98537,121.28132,73659 德億營造-億邸,RT202400008207,1.0,8.0,1,0,桃園市八德區中華路77號,5A-平鎮倉,1x,N_1071,1,國1-桃園,N1,5.182855309122102
24.98546,121.54151,77601 信昇昌營造-新店區,RT20250000010636,1.0,8.0,1,0,新北市新店區中興路三段206巷1弄17號旁,5A-平鎮倉,1x,N_1072,1,國1-台北,N1,8.778782004110706
24.98547,121.24434,75350 長友營造-中壢合江二路7號,RT2025000296,1.0,16.0,1,0,桃園市中壢區合江二路7號,5A-平鎮倉,1x,N_1073,2,國1-中壢,N1,1.7036113513640188
24.98548,121.46393,75763 鵬宇營造-土城,RT202500002133,1.0,8.0,1,0,新北市土城區延吉街296巷36號,5A-平鎮倉,1x,N_1074,1,台64-板橋,TH64,2.7564572137623697
24.9857,121.15444,76300 翔鈺營造-觀音,RT202500004327,1.0,8.0,1,0,桃園市觀音區忠富路上大段108巷口,5A-平鎮倉,1x,N_1075,1,國1-平鎮系統,N1,7.9853708589895716
24.986,121.04597,73625 駿踴建設-新屋永田,RT202500007440,1.0,8.0,1,0,桃園市新屋區永田路到底工地,5A-平鎮倉,1x,N_1076,1,台61-觀音,TH61,7.084931751887178
24.98625,121.32974,75321 麗明-星科技龜山工業區,RT20250000012903,1.0,16.0,1,0,桃園市龜山區中興路2號-微星科技,5A-平鎮倉,1x,N_1077,2,國3-三鶯,N3,5.2463561413707405
24.98637,121.10607,78306 中鼎營造事業-新屋區龍安工程,RT20250000013629,1.0,8.0,1,0,桃園市新屋區新華路一段37巷-附地標,5A-平鎮倉,1x,N_1078,1,台61-觀音,TH61,6.619009019317051
24.98653,121.50759,70653 欣洋營造-中和,RT202500009931,1.0,8.0,1,0,新北市中和區南山路320巷工地,5A-平鎮倉,1x,N_1079,1,台64-板橋,TH64,5.889958516747072
24.98673,121.32951,75321 麗明-星科技龜山工業區,RT202500008949,1.0,16.0,1,0,桃園市龜山區中興路2號-微星科技,5A-平鎮倉,1x,N_1080,2,國3-三鶯,N3,5.293353633850809
24.98674,121.43357,62607 立達企業社,RT2025000861,1.0,8.0,1,0,新北市板橋區環漢路四段668之1號,5D-五股倉,1x,N_1081,1,國3-樹林,N3,3.7437989759731582
24.98674,121.43384,74188 鼎盛環工,RT202500009807,1.0,8.0,1,0,新北市板橋區環漢路四段668之3號,5D-五股倉,1x,N_1082,1,國3-樹林,N3,3.7736297641922976
24.98677,121.44646,52749 文強-土城區,RT20250000011841,1.0,16.0,0,1,新北市土城區中央路一段189巷內-停車場,5A-平鎮倉,2x,N_1083,2,台64-板橋,TH64,2.9845679091785184
24.9868,121.52919,77438 國隆營造工程股份有限公司,RT20250000012058,1.0,8.0,1,0,新北市新店區溪園路87號,5A-平鎮倉,1x,N_1084,1,台64-板橋,TH64,8.100335637991302
24.98713,121.33321,77959 桃園市立幸福國中-籃球場,RT20250000012199,1.0,8.0,1,0,桃園市龜山區中興路100巷20號-幸福國中 後方籃球場,5A-平鎮倉,1x,N_1085,1,國3-三鶯,N3,5.4330401122207235
24.98719,121.56166,58587 新亞建設-I基地,RT20250000013578,1.0,48.0,0,1,臺北市文山區興隆路４段109巷工地-電聯定位,5A-平鎮倉,2x,N_1086,6,國3-深坑,N3,6.630010301327008
24.9882,121.31391,76394 旺邦營造-桃園火車站,RT202500005047,1.0,24.0,1,0,桃園市桃園區大林路&延平路口-桃園火車站旁,5A-平鎮倉,1x,N_1087,3,國3-三鶯,N3,5.3927360884893405
24.98839,121.56246,75400 忠明-木柵A1,RT202500001240,1.0,8.0,1,0,臺北市文山區木柵路2段200號旁-木柵A1,5A-平鎮倉,1x,N_1088,1,國3-深坑,N3,6.515656223873739
24.98842,121.07495,73494 勤本建設-新屋,RT202500007300,1.0,8.0,1,0,桃園市新屋區東興路一段752巷60號附近工地,5A-平鎮倉,1x,N_1089,1,台61-觀音,TH61,5.752755204847219
24.98848,121.56597,73401 永琪營造-象山,RT202400007151,1.0,8.0,1,0,臺北市文山區木柵路三段43號,5A-平鎮倉,1x,N_1090,1,國3-深坑,N3,6.132136003654489
24.98853,121.58425,69072 寬洋營造-文山,RT20250000013056,1.0,8.0,1,0,臺北市文山區政大二街129號旁小公園,5A-平鎮倉,1x,N_1091,1,國3-深坑,N3,4.16748964142758
24.98882,121.5624,75400 忠明-木柵A1,RT20250000011709,1.0,16.0,1,0,臺北市文山區木柵路2段200號旁-木柵A1,5A-平鎮倉,1x,N_1092,2,國3-深坑,N3,6.512921949510146
24.98889,121.37161,70979 北天真武玄財殿,RT202500003987,1.0,8.0,1,0,桃園市龜山區大同路1390號,5A-平鎮倉,1x,N_1093,1,國3-樹林,N3,3.1536977293648647
24.98891,121.56234,75400 忠明-木柵A1,RT202500008619,1.0,24.0,1,0,臺北市文山區木柵路2段200號旁,5A-平鎮倉,1x,N_1094,3,國3-深坑,N3,6.517565837618956
24.98922,121.56523,77828 大信營造-木柵段一小段919-1,RT20250000011540,1.0,8.0,1,0,臺北市文山區久康街45號,5A-平鎮倉,1x,N_1095,1,國3-深坑,N3,6.196108389731953
24.98939,121.19968,69718 大維-啟文段二期,RT20250000012779,1.0,16.0,1,0,桃園市中壢區五聖路26巷36號,5A-平鎮倉,1x,N_1096,2,國1-中壢,N1,3.523222007552514
24.99064,121.34672,76126 連莉建設-龜山,RT202500003724,1.0,8.0,1,0,桃園市龜山區明成街101巷與大同路281巷口,5A-平鎮倉,1x,N_1097,1,國3-樹林,N3,5.91450665127711
24.99079,121.57762,75108 大業工程-文山,RT20250000013546,"1.0,5.0,9.0",42.0,1,0,臺北市文山區秀明路二段163巷工地,5A-平鎮倉,1x,N_1098,3,國3-深坑,N3,4.813982468654076
24.99112,121.17306,77495 首善營造-銜接#70111 達笙建設,"RT20250000010108,RT20250000011276",1.0,16.0,1,0,桃園市中壢區內厝十一路工地,5A-平鎮倉,1x,N_1099,2,國1-中壢,N1,6.439739402956906
24.9915,121.37297,72505 順業-大棟山,RT202400003327,1.0,16.0,1,0,桃園市龜山區大棟山路111號,5A-平鎮倉,1x,N_1100,2,國3-樹林,N3,3.004946315478369
24.9916,121.47742,78328 連霆-中和區連城路,RT20250000013766,1.0,8.0,1,0,新北市中和區和城路一段612號(阿昆停車場旁),5A-平鎮倉,1x,N_1101,1,台64-板橋,TH64,2.8125227224685787
24.99161,121.34014,76193 旭源營造--大同段748地號,RT202500003899,1.0,16.0,1,0,桃園市龜山區明德路162巷-大同段748地號,5A-平鎮倉,1x,N_1102,2,國3-三鶯,N3,6.1494517931036885
24.99161,121.51608,70818 宏民營造-景平站,RT20250000010142,1.0,16.0,1,0,新北市中和區景平路121號,5A-平鎮倉,1x,N_1103,2,台64-板橋,TH64,6.551030138727183
24.99163,121.29366,77132 高鼎盛開發-延壽街,RT202500008554,1.0,8.0,1,0,桃園市桃園區延壽街7號旁工地,5A-平鎮倉,1x,N_1104,1,國1-桃園,N1,5.7795222858383495
24.99179,121.2902,77870 好記營造-中興北路,RT20250000011679,1.0,16.0,1,0,桃園市桃園區中山路812巷27弄11號-附圖定位,5A-平鎮倉,1x,N_1105,2,國1-桃園,N1,5.451268765718417
24.99207,121.04209,75068 成莊廣告-新屋,"RT20250000013359,RT20250000013361",1.0,16.0,1,0,桃園市新屋區保安路一段177巷(永安國小圍牆右轉巷內約500公尺),5A-平鎮倉,1x,N_1106,2,台61-觀音,TH61,6.783228981318401
24.99218,121.30771,69556 愷侖-南華街,RT20250000013398,1.0,8.0,1,0,桃園市桃園區南華街130號,5A-平鎮倉,1x,N_1107,1,國3-三鶯,N3,5.950466089013343
24.99228,121.13654,73709 壹錦瀨景園-觀音,RT20250000012840,1.0,8.0,1,0,桃園市觀音區大湖路10巷95號旁,5A-平鎮倉,1x,N_1108,1,台61-觀音,TH61,8.212477358872624
24.99272,121.27701,76131 昕和建設-國強十三街,RT202500003766,1.0,8.0,1,0,桃園市桃園區(近八德)國強十三街30號,5A-平鎮倉,1x,N_1109,1,國1-桃園,N1,4.261212510366447
24.99282,121.29266,68542 嘉順-延壽街,RT202500009848,1.0,8.0,1,0,桃園市桃園區延壽街60號,5A-平鎮倉,1x,N_1110,1,國1-桃園,N1,5.614699955295803
24.9929,121.30778,65184 築億-西廟,RT202500002467,1.0,16.0,1,0,桃園市桃園區中山路222號-西廟,5A-平鎮倉,1x,N_1111,2,國3-三鶯,N3,6.026531741092593
24.99315,121.54235,77611 怡富開發-怡富景?,RT20250000012825,1.0,8.0,1,0,臺北市文山區景美街5巷23號,5A-平鎮倉,1x,N_1112,1,國1-台北,N1,8.044280355942034
24.99406,121.14737,76934 閎景工程-嘉富路,RT202500007463,1.0,8.0,1,0,桃園市觀音區嘉富路768號-附圖自行定位,5A-平鎮倉,1x,N_1113,1,台61-觀音,TH61,9.05123192501952
24.99436,121.131,76809 順業營造-青林農場,RT20250000013926,1.0,8.0,1,0,桃園市觀音區大湖路二段131之1號-青林農場旁,5A-平鎮倉,1x,N_1114,1,台61-觀音,TH61,7.596820537672394
24.99444,121.3139,73022 忠謀營造-岑維旅館,RT202500004852,1.0,8.0,1,0,桃園市桃園區朝陽街一段92號,5A-平鎮倉,1x,N_1115,1,國3-三鶯,N3,6.0806561879124414
24.99525,121.11121,72672 清竹建設,"RT202500003503,RT202500003504",1.0,16.0,1,0,桃園市新屋區新華路1段511巷46號,5A-平鎮倉,1x,N_1116,2,台61-觀音,TH61,6.055990120418108
24.99535,121.17715,74339 盛鑫營造-劉邦禎,RT20250000012153,1.0,8.0,1,0,桃園市中壢區山錦路96號對面工地,5A-平鎮倉,1x,N_1117,1,國1-中壢,N1,6.108777876548443
24.9957,121.51794,73707 山華行營造-永和,RT202500005220,5.0,20.0,1,0,新北市永和區民有街100號,5A-平鎮倉,1x,N_1118,1,台64-板橋,TH64,6.624323020928537
24.9958,121.51781,73707 山華行營造-永和,RT202500005147,10.0,20.0,1,0,新北市永和區民有街100號,5A-平鎮倉,1x,N_1119,1,台64-板橋,TH64,6.607657708152398
24.99588,121.51762,73707 山華行營造-永和,RT202400008338,1.0,8.0,1,0,新北市永和區民有街100號,5A-平鎮倉,1x,N_1120,1,台64-板橋,TH64,6.585059259778964
24.99592,121.19405,76044 廣川建設-廣川市,RT202500003223,1.0,8.0,1,0,桃園市中壢區崇德二路43號旁,5A-平鎮倉,1x,N_1121,1,國1-中壢,N1,4.364218635322963
24.99598,121.51992,77452 泓鼎開發-泓鼎秀山,RT202500009983,1.0,8.0,1,0,新北市中和區自強路8巷3號,5A-平鎮倉,1x,N_1122,1,台64-板橋,TH64,6.8307552981210335
24.99623,121.42962,73858 新高山-樹林吳秉修,RT202500009499,1.0,8.0,1,0,新北市樹林區樹新路50巷巷底,5A-平鎮倉,1x,N_1123,1,國3-樹林,N3,3.359758040885698
24.99647,121.29316,74840 京澄建設-中路二段316地號 | 76106 京澄建設-文中一路,"RT202500003644,RT202500003645",1.0,16.0,1,0,桃園市桃園區文中一路與文中一路25巷交叉口,5A-平鎮倉,1x,N_1124,2,國1-桃園,N1,5.456467476903062
24.99649,121.19339,76044 廣川建設-廣川市,RT20250000013478,1.0,8.0,1,0,桃園市中壢區崇德二路43號旁-追加,5A-平鎮倉,1x,N_1125,1,國1-中壢,N1,4.456912217691712
24.99649,121.29325,74840 京澄建設-中路二段316地號,RT20240000013197,1.0,8.0,1,0,桃園市桃園區文中路 & 文中一路交叉口,5A-平鎮倉,1x,N_1126,1,國1-桃園,N1,5.4641801685705245
24.99662,121.15463,73811 友泉營造-忠愛莊,RT202400008773,1.0,16.0,1,0,桃園市觀音區崙坪八路-google牛津villa3,5A-平鎮倉,1x,N_1127,2,國1-中壢,N1,8.567058309438083
24.99673,121.30844,76883 達龍營造-宜暘青安,RT202500007244,1.0,8.0,1,0,桃園市桃園區新生路110號旁,5A-平鎮倉,1x,N_1128,1,國3-三鶯,N3,6.426436524738591
24.99692,121.10007,72307 發樂寶-石橋段,RT202500009379,1.0,8.0,1,0,桃園市觀音區(新屋區)成功路１段647號後面工地-電聯帶定位,5A-平鎮倉,1x,N_1129,1,台61-觀音,TH61,5.275351695129128
24.99708,121.30239,65988 嘉順-桃園,RT202500007263,1.0,8.0,1,0,桃園市桃園區孝一街96號旁工地,5A-平鎮倉,1x,N_1130,1,國1-桃園,N1,6.34745180040801
24.9972,121.14346,76604 元展開發-正大路,RT202500005897,1.0,8.0,1,0,桃園市觀音區正大路585巷15號,5A-平鎮倉,1x,N_1131,1,台61-觀音,TH61,8.496404058400799
24.99722,121.26242,72290 廣川建設-蘆竹,"RT20240000010149,RT202400005046,RT202500003563",1.0,24.0,1,0,桃園市蘆竹區龍安街二段476號對面,5A-平鎮倉,1x,N_1132,3,國1-桃園,N1,2.8799843612079403
24.99741,121.2943,77148 福鄉營造-333地號,RT202500008588,1.0,8.0,1,0,桃園市桃園區力行路469巷58號5號對面工地,5A-平鎮倉,1x,N_1133,1,國1-桃園,N1,5.51972330738671
24.99775,121.54783,68939 萬松-富品靜心,RT202500002856,1.0,8.0,1,0,臺北市文山區景華街171號,5A-平鎮倉,1x,N_1134,1,國1-台北,N1,7.896752042415888
24.9978,121.54786,68939 萬松-富品靜心,RT20250000010415,8.0,19.0,1,0,臺北市文山區景華街171號-8F,5A-平鎮倉,1x,N_1135,1,國1-台北,N1,7.893824604815631
24.99782,121.54786,68939 萬松-富品靜心,"RT202500005960,RT202500007113","1.0,4.0",27.0,1,0,臺北市文山區景美街171號,5A-平鎮倉,1x,N_1136,2,國1-台北,N1,7.891945441524148
24.99787,121.34683,69705 百川建設-萬壽路,RT20250000012629,1.0,16.0,0,1,桃園市龜山區萬壽路二段601巷旁,5A-平鎮倉,2x,N_1137,2,國3-樹林,N3,5.966170802266003
24.99824,121.21108,77196 鴻聖營造-中壢區,RT202500009058,1.0,16.0,1,0,桃園市中壢區東芝路123巷32號,5A-平鎮倉,1x,N_1138,2,國1-中壢,N1,2.917134063426529
24.99834,121.29058,73891 坤宥營造-桃園,RT20250000013179,1.0,8.0,1,0,桃園市桃園區力行路698號對面,5A-平鎮倉,1x,N_1139,1,國1-桃園,N1,5.1058696939900425
24.99844,121.2978,71061 誠永,RT20250000011505,1.0,16.0,1,0,桃園市桃園區保定三街95號,5A-平鎮倉,1x,N_1140,2,國1-桃園,N1,5.8205436537831075
24.99896,121.55032,73960 穩曜營造-文山,RT202400009470,1.0,8.0,1,0,臺北市文山區興隆路二段96巷39號,5A-平鎮倉,1x,N_1141,1,國3-深坑,N3,7.735341444565268
24.99921,121.24694,74085 林日新,RT202500009449,1.0,16.0,1,0,桃園市中壢區合圳北路二段160巷20弄11號,5A-平鎮倉,1x,N_1142,2,國1-桃園,N1,2.3325526900156817
24.9997,121.15768,73227 凱田建設-藝境,RT202500009402,1.0,16.0,1,0,桃園市觀音區忠愛路二段281號,5A-平鎮倉,1x,N_1143,2,國1-中壢,N1,8.32002008653878
25.00032,121.60472,74061 鑫堡營造-深坑,RT20250000012445,1.0,8.0,1,0,新北市深坑區北深路三段93巷40號旁,5D-五股倉,1x,N_1144,1,國3-深坑,N3,1.6964518964007091
25.00077,121.25512,68690 法渥貿易有限公司,RT20250000012603,1.0,8.0,1,0,桃園市蘆竹區龍林街845巷32號(靠近中壢休息站旁貨櫃),5A-平鎮倉,1x,N_1145,1,國1-桃園,N1,2.2088924698365897
25.0009,121.20957,74219 世泓營造-中壢,RT20240000010549,1.0,8.0,1,0,桃園市中壢區領航南路一段&文昌路交叉口,5A-平鎮倉,1x,N_1146,1,國1-中壢,N1,3.2441540288498714
